label,audio_path,sr,ax_mean,ay_mean,az_mean,ax_var,ay_var,az_var,mag_mean,mag_std,lux_mean,lux_std
library,C:/Users/dhanu/OneDrive/Documents/Smart Ambient AI/dataset/synthetic/audio/library/library_7b509b5cc4.wav,16000,0.004395755939185619,0.017962614074349403,9.80815601348877,-0.09065131843090057,-0.24964046478271484,-0.3276616632938385,9.813298225402832,0.01748141087591648,179.9775848388672,11.971146583557129
library,C:/Users/dhanu/OneDrive/Documents/Smart Ambient AI/dataset/synthetic/audio/library/library_7897e02f91.wav,16000,0.033492568880319595,-0.043594054877758026,9.827800750732422,0.6736579537391663,0.5205901861190796,0.6299548149108887,9.807356834411621,0.018096061423420906,183.40444946289062,11.92758846282959
library,C:/Users/dhanu/OneDrive/Documents/Smart Ambient AI/dataset/synthetic/audio/library/library_b48919fc54.wav,16000,-0.031370215117931366,0.032417647540569305,9.81065845489502,-0.24396903812885284,0.26343441009521484,0.01129891723394394,9.811144828796387,0.02214496210217476,180.37852478027344,11.813732147216797
library,C:/Users/dhanu/OneDrive/Documents/Smart Ambient AI/dataset/synthetic/audio/library/library_fbbdc29b4f.wav,16000,0.04581379517912865,0.09050508588552475,9.80953598022461,-0.29570791125297546,-0.49821898341178894,0.4463520050048828,9.808364868164062,0.01944393664598465,183.644775390625,11.384803771972656
library,C:/Users/dhanu/OneDrive/Documents/Smart Ambient AI/dataset/synthetic/audio/library/library_8385ffd9fa.wav,16000,0.06772682070732117,-0.05643484741449356,9.80306339263916,-0.055377062410116196,-0.22996878623962402,-0.612092137336731,9.808663368225098,0.020020103082060814,180.6382293701172,10.915295600891113
library,C:/Users/dhanu/OneDrive/Documents/Smart Ambient AI/dataset/synthetic/audio/library/library_e76880bb80.wav,16000,-0.10920946300029755,0.03507541865110397,9.812691688537598,0.08590813726186752,0.19847629964351654,0.08861364424228668,9.8099946975708,0.019236702471971512,179.14431762695312,11.264609336853027
library,C:/Users/dhanu/OneDrive/Documents/Smart Ambient AI/dataset/synthetic/audio/library/library_2defb41f9b.wav,16000,-0.0025457236915826797,0.0048304395750164986,9.80615520477295,-0.5049615502357483,0.4260369539260864,0.3455488681793213,9.812697410583496,0.019071586430072784,181.51446533203125,12.055627822875977
library,C:/Users/dhanu/OneDrive/Documents/Smart Ambient AI/dataset/synthetic/audio/library/library_e67784bda3.wav,16000,0.03836917132139206,0.009972013533115387,9.822596549987793,0.17398251593112946,-0.004394622519612312,-0.05859576165676117,9.807592391967773,0.020148316398262978,179.01654052734375,11.360426902770996
library,C:/Users/dhanu/OneDrive/Documents/Smart Ambient AI/dataset/synthetic/audio/library/library_dfad23b248.wav,16000,0.0893341451883316,0.1751701831817627,9.805822372436523,-0.06449420005083084,0.07932427525520325,0.03242151439189911,9.811589241027832,0.020849592983722687,180.5795440673828,12.265397071838379
library,C:/Users/dhanu/OneDrive/Documents/Smart Ambient AI/dataset/synthetic/audio/library/library_a698552bba.wav,16000,0.01885625533759594,-0.05713178962469101,9.794509887695312,0.3308018743991852,-0.1018233373761177,-0.13312232494354248,9.812055587768555,0.021494347602128983,181.6155548095703,12.009082794189453
library,C:/Users/dhanu/OneDrive/Documents/Smart Ambient AI/dataset/synthetic/audio/library/library_7ecd930551.wav,16000,0.036152638494968414,-0.01849072240293026,9.800894737243652,0.2483510971069336,-0.5613678097724915,-0.4439278841018677,9.813121795654297,0.017246723175048828,180.90652465820312,11.358915328979492
library,C:/Users/dhanu/OneDrive/Documents/Smart Ambient AI/dataset/synthetic/audio/library/library_3b04e0cb5e.wav,16000,-0.025825034826993942,0.11194033175706863,9.806553840637207,-0.3769790232181549,0.1362849622964859,0.026507865637540817,9.806995391845703,0.018109573051333427,178.17420959472656,12.237320899963379
library,C:/Users/dhanu/OneDrive/Documents/Smart Ambient AI/dataset/synthetic/audio/library/library_e99d061fa9.wav,16000,-0.06045633181929588,0.07838504761457443,9.820718765258789,0.4246092140674591,0.3471231758594513,-0.10823171585798264,9.81062126159668,0.02021014876663685,176.6731719970703,11.321343421936035
library,C:/Users/dhanu/OneDrive/Documents/Smart Ambient AI/dataset/synthetic/audio/library/library_73ac2423c0.wav,16000,-0.05294569954276085,0.12493951618671417,9.815780639648438,0.010722512379288673,-0.3002115786075592,-0.18120229244232178,9.813682556152344,0.01959344744682312,179.9952392578125,11.979844093322754
library,C:/Users/dhanu/OneDrive/Documents/Smart Ambient AI/dataset/synthetic/audio/library/library_37cdcda64f.wav,16000,0.06702356040477753,-0.04296713322401047,9.807510375976562,-0.22596147656440735,0.5944697856903076,0.35186636447906494,9.80926513671875,0.019961616024374962,178.09725952148438,11.702706336975098
library,C:/Users/dhanu/OneDrive/Documents/Smart Ambient AI/dataset/synthetic/audio/library/library_a348ba69fd.wav,16000,0.04297338426113129,0.016103845089673996,9.796814918518066,0.1282479166984558,-0.15271571278572083,-0.10304155945777893,9.810017585754395,0.018994171172380447,179.88803100585938,11.822829246520996
library,C:/Users/dhanu/OneDrive/Documents/Smart Ambient AI/dataset/synthetic/audio/library/library_006e2c92cc.wav,16000,0.09848597645759583,-0.035613127052783966,9.818803787231445,-0.28889206051826477,-0.25756171345710754,0.4835013151168823,9.811296463012695,0.020776499062776566,183.28021240234375,12.020649909973145
library,C:/Users/dhanu/OneDrive/Documents/Smart Ambient AI/dataset/synthetic/audio/library/library_9043ac6e3a.wav,16000,-0.0772966593503952,-0.055675096809864044,9.80993366241455,0.4191237688064575,0.1968458741903305,0.035515472292900085,9.808719635009766,0.01470218040049076,180.62066650390625,11.906882286071777
library,C:/Users/dhanu/OneDrive/Documents/Smart Ambient AI/dataset/synthetic/audio/library/library_92d8f7976b.wav,16000,-0.028652682900428772,0.05767939239740372,9.806977272033691,-0.0348353385925293,0.06840869039297104,-0.3611592948436737,9.807311058044434,0.020702272653579712,181.3925018310547,11.513378143310547
library,C:/Users/dhanu/OneDrive/Documents/Smart Ambient AI/dataset/synthetic/audio/library/library_401a7ecd25.wav,16000,0.08576619625091553,0.028011927381157875,9.805954933166504,0.038327913731336594,0.23972782492637634,0.10836667567491531,9.811799049377441,0.02014007419347763,181.1489715576172,12.887102127075195
library,C:/Users/dhanu/OneDrive/Documents/Smart Ambient AI/dataset/synthetic/audio/library/library_5263b7c6a3.wav,16000,0.057211752980947495,0.033639390021562576,9.809955596923828,0.4942793548107147,0.08165939897298813,-0.045058928430080414,9.809952735900879,0.02123923972249031,178.51528930664062,11.860025405883789
library,C:/Users/dhanu/OneDrive/Documents/Smart Ambient AI/dataset/synthetic/audio/library/library_54bcaaf5c6.wav,16000,0.039459679275751114,0.03214728832244873,9.809920310974121,-0.09771155565977097,0.23691388964653015,0.34018269181251526,9.804488182067871,0.02008657529950142,180.51043701171875,11.593873023986816
library,C:/Users/dhanu/OneDrive/Documents/Smart Ambient AI/dataset/synthetic/audio/library/library_923acf6f6f.wav,16000,0.0763133317232132,0.026786886155605316,9.830253601074219,0.011092600412666798,0.02995656244456768,0.059072334319353104,9.812954902648926,0.021358652040362358,179.57994079589844,12.628705978393555
library,C:/Users/dhanu/OneDrive/Documents/Smart Ambient AI/dataset/synthetic/audio/library/library_ae4e985e0b.wav,16000,-0.005672546103596687,0.05651260167360306,9.814033508300781,0.029494768008589745,0.5171070694923401,0.3603161573410034,9.814972877502441,0.02004888653755188,181.3954620361328,12.520395278930664
library,C:/Users/dhanu/OneDrive/Documents/Smart Ambient AI/dataset/synthetic/audio/library/library_1b0b75202d.wav,16000,0.03184344619512558,0.02495558187365532,9.804573059082031,0.30510595440864563,0.26026394963264465,-0.3607712388038635,9.81045913696289,0.02238486334681511,179.68923950195312,11.691835403442383
library,C:/Users/dhanu/OneDrive/Documents/Smart Ambient AI/dataset/synthetic/audio/library/library_f603bc0fef.wav,16000,0.04514075443148613,-0.01908375695347786,9.808704376220703,0.7111257314682007,-0.1662149876356125,-0.18941918015480042,9.810661315917969,0.020094893872737885,180.05020141601562,12.176759719848633
library,C:/Users/dhanu/OneDrive/Documents/Smart Ambient AI/dataset/synthetic/audio/library/library_ce81268f7d.wav,16000,-0.05323268100619316,-0.0485445111989975,9.820732116699219,0.3468804955482483,-0.12403120845556259,0.30291232466697693,9.80655574798584,0.021386224776506424,180.95785522460938,11.374988555908203
library,C:/Users/dhanu/OneDrive/Documents/Smart Ambient AI/dataset/synthetic/audio/library/library_cd3d49fd60.wav,16000,0.0003577563911676407,-0.12415381520986557,9.804513931274414,-0.6343927383422852,0.5367149114608765,0.1470201164484024,9.80815601348877,0.017219051718711853,180.5672149658203,11.91859245300293
library,C:/Users/dhanu/OneDrive/Documents/Smart Ambient AI/dataset/synthetic/audio/library/library_b311a732a1.wav,16000,0.01110333763062954,-0.022574851289391518,9.81839656829834,0.11648821830749512,0.30023252964019775,-0.548281729221344,9.810072898864746,0.019661733880639076,182.48678588867188,11.370569229125977
library,C:/Users/dhanu/OneDrive/Documents/Smart Ambient AI/dataset/synthetic/audio/library/library_61c3c1d8f1.wav,16000,-0.10101865231990814,-0.11170163005590439,9.80275821685791,-0.17694658041000366,-0.1309201568365097,-0.34989380836486816,9.814845085144043,0.020624373108148575,180.88487243652344,12.080297470092773
library,C:/Users/dhanu/OneDrive/Documents/Smart Ambient AI/dataset/synthetic/audio/library/library_53cfbcdb55.wav,16000,0.0950850397348404,0.028312277048826218,9.816073417663574,-0.12573349475860596,-0.4707276225090027,-0.006740552838891745,9.804892539978027,0.02078266628086567,182.79197692871094,12.508188247680664
library,C:/Users/dhanu/OneDrive/Documents/Smart Ambient AI/dataset/synthetic/audio/library/library_7f26075086.wav,16000,-0.13898621499538422,-0.11704487353563309,9.798352241516113,0.20947930216789246,0.045058008283376694,-0.18567408621311188,9.807116508483887,0.019678905606269836,179.76803588867188,12.221259117126465
library,C:/Users/dhanu/OneDrive/Documents/Smart Ambient AI/dataset/synthetic/audio/library/library_34dfdc0db6.wav,16000,-0.019066527485847473,0.029734136536717415,9.811882019042969,0.26510918140411377,-0.0872073546051979,0.10134716331958771,9.812621116638184,0.020557837560772896,180.9532012939453,12.562824249267578
library,C:/Users/dhanu/OneDrive/Documents/Smart Ambient AI/dataset/synthetic/audio/library/library_2e44e4d135.wav,16000,-0.02546294406056404,0.030188022181391716,9.815082550048828,0.30746808648109436,-0.7295393347740173,-0.3129581809043884,9.804732322692871,0.020400922745466232,180.2649383544922,11.133200645446777
library,C:/Users/dhanu/OneDrive/Documents/Smart Ambient AI/dataset/synthetic/audio/library/library_20ecd25775.wav,16000,-0.06410279870033264,-0.03931009769439697,9.814863204956055,0.31894218921661377,0.16419421136379242,0.04472901299595833,9.809682846069336,0.018233902752399445,180.2879180908203,11.606659889221191
library,C:/Users/dhanu/OneDrive/Documents/Smart Ambient AI/dataset/synthetic/audio/library/library_9463b0d946.wav,16000,0.09526321291923523,3.9628706872463226e-05,9.815937042236328,0.40829405188560486,-0.12142402678728104,0.052291154861450195,9.809237480163574,0.021829629316926003,178.36849975585938,11.835393905639648
library,C:/Users/dhanu/OneDrive/Documents/Smart Ambient AI/dataset/synthetic/audio/library/library_b6d4b31fd7.wav,16000,-0.07293279469013214,0.039602190256118774,9.813411712646484,0.3258340656757355,-0.1506609171628952,0.22170835733413696,9.811793327331543,0.02097485587000847,181.65847778320312,11.945759773254395
library,C:/Users/dhanu/OneDrive/Documents/Smart Ambient AI/dataset/synthetic/audio/library/library_9ca455fd72.wav,16000,0.11523322761058807,-0.03459051251411438,9.813789367675781,-0.11946959048509598,0.44482728838920593,-0.29816287755966187,9.807586669921875,0.020621124655008316,178.49191284179688,11.8724946975708
library,C:/Users/dhanu/OneDrive/Documents/Smart Ambient AI/dataset/synthetic/audio/library/library_19e33cf467.wav,16000,0.04172522574663162,0.06802502274513245,9.806289672851562,-0.20065174996852875,0.15195363759994507,-0.07280411571264267,9.815665245056152,0.021392326802015305,181.0250701904297,12.094657897949219
library,C:/Users/dhanu/OneDrive/Documents/Smart Ambient AI/dataset/synthetic/audio/library/library_947ff97033.wav,16000,-0.06754370033740997,0.05022135376930237,9.818894386291504,0.23185250163078308,-0.42492201924324036,0.046501897275447845,9.815398216247559,0.01756170764565468,180.06150817871094,11.955201148986816
library,C:/Users/dhanu/OneDrive/Documents/Smart Ambient AI/dataset/synthetic/audio/library/library_b8bd97e78d.wav,16000,-0.04533373937010765,0.028964519500732422,9.813643455505371,0.15707728266716003,-0.10802772641181946,-0.04019659385085106,9.81129264831543,0.021023625507950783,177.26502990722656,12.42166805267334
library,C:/Users/dhanu/OneDrive/Documents/Smart Ambient AI/dataset/synthetic/audio/library/library_61ee502019.wav,16000,-0.09631961584091187,-0.09924909472465515,9.819930076599121,-0.16958487033843994,0.4038792550563812,-0.08015227317810059,9.814419746398926,0.020537707954645157,180.6140594482422,12.199734687805176
library,C:/Users/dhanu/OneDrive/Documents/Smart Ambient AI/dataset/synthetic/audio/library/library_60f09c9441.wav,16000,-0.009001044556498528,-0.012218847870826721,9.790315628051758,0.7597642540931702,-0.4645747244358063,0.2179715782403946,9.810866355895996,0.018884634599089622,180.29135131835938,12.744309425354004
library,C:/Users/dhanu/OneDrive/Documents/Smart Ambient AI/dataset/synthetic/audio/library/library_1a2340e37f.wav,16000,0.09570489823818207,0.029952580109238625,9.814452171325684,0.1966579407453537,0.45524469017982483,-0.29030829668045044,9.811277389526367,0.01923316717147827,178.48294067382812,12.343311309814453
library,C:/Users/dhanu/OneDrive/Documents/Smart Ambient AI/dataset/synthetic/audio/library/library_837b87fdd5.wav,16000,-0.05524134263396263,-0.05808150768280029,9.81128978729248,-0.48296058177948,0.2112656980752945,-0.08688054978847504,9.80654525756836,0.023070458322763443,177.94161987304688,11.994321823120117
library,C:/Users/dhanu/OneDrive/Documents/Smart Ambient AI/dataset/synthetic/audio/library/library_14100bb97d.wav,16000,-0.0038096606731414795,-0.0649954080581665,9.827013969421387,-0.013510564342141151,0.015042096376419067,-0.4121248126029968,9.80662727355957,0.02231660857796669,181.37271118164062,11.186643600463867
library,C:/Users/dhanu/OneDrive/Documents/Smart Ambient AI/dataset/synthetic/audio/library/library_d801d98d6d.wav,16000,0.13364508748054504,0.019593343138694763,9.799293518066406,0.16069181263446808,-0.2624186873435974,0.49355965852737427,9.810086250305176,0.019255537539720535,180.0289306640625,12.840404510498047
library,C:/Users/dhanu/OneDrive/Documents/Smart Ambient AI/dataset/synthetic/audio/library/library_51a81be2fe.wav,16000,0.012800724245607853,0.024190466850996017,9.81313419342041,-0.04018528759479523,0.06589062511920929,-0.47562697529792786,9.813518524169922,0.019038649275898933,179.22940063476562,11.626653671264648
library,C:/Users/dhanu/OneDrive/Documents/Smart Ambient AI/dataset/synthetic/audio/library/library_a74c874d90.wav,16000,0.026106923818588257,0.015904050320386887,9.809328079223633,-0.12226777523756027,-0.2729838788509369,-0.13006162643432617,9.808308601379395,0.020566387102007866,180.13265991210938,11.783663749694824
library,C:/Users/dhanu/OneDrive/Documents/Smart Ambient AI/dataset/synthetic/audio/library/library_0367657aa2.wav,16000,0.0030677281320095062,-0.007056256756186485,9.814218521118164,0.024023305624723434,-0.6424437761306763,0.251493901014328,9.806999206542969,0.021127386018633842,181.98292541503906,12.247464179992676
library,C:/Users/dhanu/OneDrive/Documents/Smart Ambient AI/dataset/synthetic/audio/library/library_87675c678f.wav,16000,0.039909496903419495,0.03361540287733078,9.80905818939209,-0.061656028032302856,0.2124626487493515,-0.16202566027641296,9.810670852661133,0.023557526990771294,178.5501251220703,11.779245376586914
library,C:/Users/dhanu/OneDrive/Documents/Smart Ambient AI/dataset/synthetic/audio/library/library_281fd459ff.wav,16000,0.0978182852268219,-0.09316949546337128,9.814160346984863,0.23410700261592865,-0.19563014805316925,-0.20953921973705292,9.811775207519531,0.01624481752514839,180.552001953125,12.947249412536621
library,C:/Users/dhanu/OneDrive/Documents/Smart Ambient AI/dataset/synthetic/audio/library/library_d00905d651.wav,16000,-0.011111820116639137,0.06464719027280807,9.812769889831543,-0.12452030181884766,-0.36917388439178467,-0.3622988760471344,9.809773445129395,0.02045813947916031,180.1285858154297,10.574896812438965
library,C:/Users/dhanu/OneDrive/Documents/Smart Ambient AI/dataset/synthetic/audio/library/library_00a138068a.wav,16000,-0.033459533005952835,-0.05431433022022247,9.817159652709961,0.4152942895889282,-0.46222615242004395,-0.2051006704568863,9.80869197845459,0.021338459104299545,179.12689208984375,11.782299041748047
library,C:/Users/dhanu/OneDrive/Documents/Smart Ambient AI/dataset/synthetic/audio/library/library_6a5a6e79e2.wav,16000,0.03294911980628967,-0.01142483577132225,9.808279037475586,0.06251830607652664,-0.4997308850288391,-0.07139133661985397,9.81874942779541,0.02115342952311039,178.95584106445312,11.576203346252441
library,C:/Users/dhanu/OneDrive/Documents/Smart Ambient AI/dataset/synthetic/audio/library/library_96d3e3ffd3.wav,16000,0.15995432436466217,-0.0980074554681778,9.804027557373047,0.628391444683075,0.21638241410255432,-0.641557514667511,9.805732727050781,0.021151917055249214,179.54727172851562,12.502187728881836
